Transaction_ID,Order_ID,Payment_Mode,Amount,Transaction_Status
TXN702528,504379,UPI,923.96,Pending
TXN702529,503465,Wallet,225.16,Failed
TXN702530,502189,UPI,1320.68,Failed
TXN702531,502110,Cash,1244.27,Failed
TXN702532,501865,Cash,261.35,Refunded
TXN702533,501351,UPI,1260.43,Failed
TXN702534,502365,Cash,822.96,Pending
TXN702535,504315,,242.77,Success
TXN702536,502174,UPI,995.08,Success
TXN702537,500525,,586.57,Failed
TXN702538,503912,Debit Card,201.17,Success
TXN702540,502578,Cash,1154.1,Failed
TXN702541,502060,Wallet,612.48,Success
TXN702542,500622,,1293.38,Success
TXN702543,503883,UPI,1086.69,Pending
TXN702544,502659,UPI,773.74,Success
TXN702545,500861,UPI,1129.12,Success
TXN702547,504366,,569.83,Success
TXN702548,500254,Cash,836.22,Failed
TXN702549,500372,UPI,811.34,Failed
TXN702550,503937,Wallet,851.77,Success
TXN702551,504306,Cash,336.99,Success
TXN702552,502053,Credit Card,1209.37,Refunded
TXN702553,501676,UPI,973.79,Success
TXN702554,503358,Credit Card,1340.81,Success
TXN702555,502959,,759.69,Success
TXN702556,503003,UPI,952.13,Failed
TXN702557,501193,Cash,650.62,Success
TXN702558,503368,,527.41,Success
TXN702559,500617,UPI,191.22,Success
TXN702560,500828,Credit Card,722.0,Failed
TXN702561,502094,Wallet,1399.43,Refunded
TXN702562,504141,Wallet,1052.56,Success
TXN702563,502803,,199.86,Success
TXN702564,503759,Cash,886.21,Success
TXN702565,502456,Credit Card,1000.48,Success
TXN702566,504831,Wallet,1318.02,Success
TXN702567,502396,UPI,1346.23,Success
TXN702568,504276,Cash,552.0,Success
TXN702569,503914,Wallet,747.25,Success
TXN702570,502820,Credit Card,901.01,Success
TXN702571,503415,Cash,478.05,Success
TXN702572,504851,UPI,926.22,Success
TXN702573,502493,,234.28,Success
TXN702574,502227,Cash,1172.64,Success
TXN702575,501695,Cash,908.08,Success
TXN702576,503091,Wallet,545.76,Success
TXN702577,503350,,1368.44,Failed
TXN702578,503283,Wallet,204.83,Success
TXN702579,504188,Cash,314.67,Success
TXN702580,500474,Debit Card,1232.51,Success
TXN702581,504960,Cash,675.45,Success
TXN702582,501280,Wallet,1143.68,Success
TXN702583,501307,Cash,1011.14,Success
TXN702584,504068,,838.82,Failed
TXN702585,503354,Wallet,711.34,Success
TXN702586,502266,Debit Card,698.66,Success
TXN702587,503570,Wallet,1327.99,Success
TXN702588,501833,UPI,746.4,Failed
TXN702589,503713,Wallet,1073.09,Success
TXN702590,501482,Debit Card,860.83,Success
TXN702591,504087,Cash,1365.54,Success
TXN702592,502226,Cash,1190.6,Success
TXN702593,501105,Credit Card,1051.92,Failed
TXN702594,500217,UPI,757.55,Refunded
TXN702595,503849,,767.86,Success
TXN702596,500608,Cash,-66.69,Success
TXN702597,504733,Credit Card,750.45,Success
TXN702598,504017,,350.5,Success
TXN702599,501822,UPI,1082.16,Success
TXN702600,502460,UPI,302.8,Success
TXN702601,500794,Wallet,529.51,Refunded
TXN702602,501469,UPI,337.94,Success
TXN702603,504098,Wallet,788.32,Failed
TXN702604,504288,Cash,1194.39,Failed
TXN702605,504406,,458.86,Failed
TXN702606,500863,Debit Card,284.54,Success
TXN702607,502293,Credit Card,259.07,Failed
TXN702608,503408,UPI,612.54,Failed
TXN702609,500431,Cash,501.33,Pending
TXN702610,502000,Credit Card,838.47,Success
TXN702611,503596,UPI,655.06,Success
TXN702612,503902,Cash,861.69,Success
TXN702613,502708,Credit Card,565.5,Failed
TXN702614,504882,Cash,1308.11,Failed
TXN702615,500281,Cash,782.49,Success
TXN702616,500369,Cash,865.71,Failed
TXN702617,504938,Credit Card,162.56,Success
TXN702618,500457,Cash,365.41,Success
TXN702619,502316,UPI,573.38,Success
TXN702620,504493,Cash,511.9,Success
TXN702621,501584,UPI,1013.47,Failed
TXN702622,503244,Debit Card,748.78,Success
TXN702623,501354,,349.23,Success
TXN702624,501968,Credit Card,124.15,Success
TXN702626,500094,Cash,148.53,Failed
TXN702627,501341,Wallet,1314.55,Refunded
TXN702628,500710,,418.58,Refunded
TXN702629,502593,Wallet,949.19,Failed
TXN702631,500426,Cash,1120.4,Success
TXN702632,502549,Wallet,815.25,Failed
TXN702633,500257,UPI,750.01,Failed
TXN702634,504817,,643.28,Success
TXN702635,501355,UPI,939.68,Success
TXN702636,500049,UPI,236.83,Success
TXN702637,504356,Debit Card,662.1,Success
TXN702638,504079,Debit Card,832.35,Failed
TXN702639,500186,,220.88,Success
TXN702640,500522,Credit Card,1129.73,Pending
TXN702641,503242,UPI,247.97,Success
TXN702642,504809,Debit Card,956.59,Success
TXN702643,502096,Debit Card,858.16,Success
TXN702644,500748,Credit Card,969.49,Success
TXN702646,502962,Cash,611.14,Success
TXN702647,500599,UPI,577.61,Failed
TXN702648,502904,Credit Card,896.77,Success
TXN702649,503456,Cash,214.89,Success
TXN702650,500577,Credit Card,664.84,Refunded
TXN702651,502784,Credit Card,208.33,Pending
TXN702652,500359,Cash,1151.94,Refunded
TXN702653,504551,Credit Card,661.38,Failed
TXN702654,500461,Credit Card,1249.02,Success
TXN702655,500121,Cash,1084.8,Success
TXN702656,500098,UPI,762.04,Success
TXN702657,501292,Cash,999.46,Success
TXN702659,504723,Credit Card,559.61,Pending
TXN702660,504268,,1301.64,Success
TXN702661,504681,UPI,644.37,Success
TXN702662,502723,UPI,1339.69,Success
TXN702663,504864,Cash,-2.39,Success
TXN702664,504984,UPI,1246.92,Success
TXN702665,504162,UPI,853.93,Success
TXN702666,502807,Credit Card,750.4,Pending
TXN702667,502518,Cash,943.32,Refunded
TXN702668,501669,Wallet,957.88,Success
TXN702669,503950,Debit Card,1311.73,Pending
TXN702670,502035,Debit Card,461.62,Failed
TXN702671,504475,,206.55,Success
TXN702672,504398,Cash,1007.33,Success
TXN702673,504506,Wallet,290.91,Refunded
TXN702674,500220,Cash,883.05,Success
TXN702675,502914,Cash,1062.67,Refunded
TXN702676,504734,,552.02,Success
TXN702677,500283,Wallet,791.7,Success
TXN702678,503346,,126.6,Success
TXN702679,500069,UPI,1239.53,Refunded
TXN702680,501673,Wallet,368.26,Pending
TXN702681,502923,UPI,641.24,Success
TXN702682,503874,Wallet,143.83,Failed
TXN702683,502296,Cash,443.25,Success
TXN702684,504108,UPI,438.25,Success
TXN702685,500184,Cash,-11.61,Pending
TXN702686,501767,UPI,1173.32,Success
TXN702687,503633,Credit Card,-93.43,Success
TXN702688,504113,Debit Card,136.93,Failed
TXN702689,503938,Cash,176.71,Success
TXN702690,503094,Credit Card,798.6,Success
TXN702691,501997,UPI,1095.28,Failed
TXN702692,500040,Cash,203.52,Success
TXN702693,504907,Cash,1373.36,Success
TXN702694,500076,Cash,934.81,Failed
TXN702695,501787,Debit Card,985.41,Success
TXN702696,500714,Debit Card,606.6,Failed
TXN702697,503591,Debit Card,454.24,Success
TXN702698,500526,Credit Card,1199.32,Success
TXN702699,504616,Credit Card,1141.08,Success
TXN702700,500288,UPI,-44.66,Success
TXN702701,504894,,785.65,Refunded
TXN702702,503522,UPI,815.1,Success
TXN702703,504930,Cash,651.03,Success
TXN702704,503189,Cash,283.76,Success
TXN702705,503501,Cash,966.77,Success
TXN702706,502733,Wallet,1362.75,Success
TXN702707,502660,Wallet,1001.04,Failed
TXN702708,502774,Credit Card,716.99,Failed
TXN702709,500090,UPI,604.65,Success
TXN702710,504080,Debit Card,149.23,Refunded
TXN702711,504193,Wallet,515.4,Failed
TXN702712,504683,Cash,224.65,Pending
TXN702713,503092,Cash,837.33,Success
TXN702714,501558,UPI,1392.76,Success
TXN702715,504895,Wallet,1079.77,Success
TXN702716,501808,Cash,734.79,Pending
TXN702717,503355,Cash,1001.39,Failed
TXN702718,502532,,170.37,Failed
TXN702719,504216,Cash,568.79,Success
TXN702720,501876,UPI,936.47,Pending
TXN702721,502102,Debit Card,388.83,Success
TXN702723,502964,UPI,169.1,Pending
TXN702724,504840,UPI,486.36,Success
TXN702725,501680,Cash,1327.39,Success
TXN702726,502695,Credit Card,1113.03,Success
TXN702727,502530,Cash,527.27,Failed
TXN702728,500890,Debit Card,591.29,Success
TXN702729,503472,UPI,1033.22,Success
TXN702730,501615,Cash,786.9,Success
TXN702731,500466,Credit Card,1294.29,Success
TXN702732,501246,UPI,766.68,Success
TXN702733,500105,UPI,655.42,Success
TXN702734,500796,Wallet,1397.59,Success
TXN702735,502405,Cash,242.94,Failed
TXN702736,504731,Debit Card,451.79,Success
TXN702737,502377,Credit Card,1230.26,Success
TXN702738,504390,Wallet,905.8,Success
TXN702739,500829,Cash,128.05,Success
TXN702740,502300,Debit Card,1302.89,Failed
TXN702741,502092,Wallet,382.05,Success
TXN702742,501042,Wallet,593.02,Success
TXN702743,504215,,894.14,Success
TXN702744,503399,Wallet,839.41,Success
TXN702745,504305,Credit Card,996.55,Failed
TXN702746,502056,Cash,1266.08,Refunded
TXN702748,502041,,683.54,Success
TXN702749,503020,Wallet,656.18,Success
TXN702750,501176,Wallet,1325.24,Success
TXN702751,502930,Debit Card,251.24,Success
TXN702752,501041,,1240.84,Failed
TXN702753,501541,,142.25,Success
TXN702754,504565,Credit Card,1074.01,Success
TXN702755,500932,UPI,1143.59,Failed
TXN702756,502421,Debit Card,1399.45,Pending
TXN702757,503729,Debit Card,568.5,Success
TXN702758,502016,Cash,914.95,Success
TXN702759,501874,Wallet,607.84,Success
TXN702760,501090,Cash,496.17,Success
TXN702761,502629,,1290.56,Success
TXN702762,503015,Cash,457.87,Failed
TXN702763,501526,Cash,491.34,Success
TXN702764,500192,Cash,190.51,Success
TXN702765,501970,Debit Card,1139.69,Success
TXN702766,500840,Debit Card,1109.8,Failed
TXN702767,503895,Cash,1261.77,Success
TXN702768,501019,Wallet,1274.4,Success
TXN702769,503159,Cash,887.22,Success
TXN702770,500361,Cash,394.35,Pending
TXN702771,501481,Credit Card,354.67,Pending
TXN702772,501636,UPI,1290.64,Success
TXN702773,503253,UPI,811.41,Success
TXN702774,504687,Cash,543.77,Success
TXN702775,501694,Wallet,834.48,Success
TXN702776,503766,Wallet,1232.5,Failed
TXN702777,501428,Cash,1273.29,Success
TXN702778,503994,UPI,342.28,Failed
TXN702779,501456,Credit Card,688.27,Success
TXN702780,503382,Credit Card,294.74,Failed
TXN702781,504748,Debit Card,776.04,Failed
TXN702782,504049,UPI,456.53,Success
TXN702783,500856,Credit Card,148.06,Pending
TXN702784,503359,Cash,629.78,Success
TXN702785,503311,Cash,546.54,Success
TXN702786,504501,Wallet,647.92,Failed
TXN702787,504918,Wallet,134.72,Success
TXN702788,501486,Credit Card,630.53,Success
TXN702789,503557,Cash,271.06,Failed
TXN702791,500613,UPI,1372.25,Failed
TXN702792,502638,UPI,1263.42,Failed
TXN702793,504335,Debit Card,539.93,Success
TXN702794,504772,Wallet,836.33,Failed
TXN702795,501446,UPI,573.01,Success
TXN702796,504055,UPI,573.4,Pending
TXN702797,502727,Cash,261.45,Failed
TXN702798,504761,,223.35,Success
TXN702799,503461,Cash,1140.24,Failed
TXN702800,500606,UPI,-88.48,Failed
TXN702801,500101,UPI,1037.38,Failed
TXN702802,503349,Credit Card,1327.77,Failed
TXN702803,502777,Cash,585.24,Success
TXN702804,502650,UPI,1338.18,Failed
TXN702805,504594,Wallet,616.2,Success
TXN702806,503661,Cash,277.99,Success
TXN702807,501373,Cash,857.58,Failed
TXN702808,500783,,911.64,Success
TXN702809,500036,Cash,682.17,Success
TXN702810,502744,UPI,1115.27,Pending
TXN702811,504678,Cash,1289.7,Success
TXN702812,503607,Credit Card,428.0,Success
TXN702813,500887,Wallet,341.34,Success
TXN702814,500551,Wallet,978.91,Success
TXN702815,504353,Cash,413.86,Success
TXN702816,503761,Cash,701.34,Failed
TXN702817,502562,Credit Card,1228.08,Success
TXN702818,504749,Cash,412.92,Success
TXN702819,504015,UPI,587.67,Success
TXN702820,501487,Debit Card,137.34,Success
TXN702821,500853,,856.67,Success
TXN702822,503888,Wallet,235.4,Success
TXN702823,503167,Credit Card,522.05,Success
TXN702824,504350,UPI,823.05,Failed
TXN702825,502177,UPI,420.02,Success
TXN702826,501803,UPI,513.6,Success
TXN702827,503813,UPI,885.37,Failed
TXN702828,502940,UPI,252.17,Success
TXN702829,501025,Cash,140.73,Failed
TXN702830,500864,Cash,1012.13,Success
TXN702831,501994,Cash,487.67,Failed
TXN702832,503230,,577.66,Success
TXN702833,503998,Cash,1230.65,Failed
TXN702834,504102,Credit Card,585.85,Success
TXN702835,500497,Wallet,1229.86,Failed
TXN702836,502788,Cash,1274.99,Success
TXN702837,502148,Credit Card,1152.24,Success
TXN702838,504667,Cash,725.51,Refunded
TXN702839,504464,UPI,920.66,Success
TXN702840,502114,Wallet,451.35,Failed
TXN702841,501663,UPI,941.69,Success
TXN702843,501619,UPI,826.43,Success
TXN702844,504768,Wallet,129.18,Success
TXN702845,504307,Credit Card,1386.76,Failed
TXN702846,500674,Debit Card,1213.39,Pending
TXN702847,501654,UPI,700.11,Pending
TXN702848,503508,UPI,642.42,Refunded
TXN702849,503700,UPI,1005.46,Success
TXN702850,503097,Credit Card,874.33,Failed
TXN702851,503390,Cash,1218.47,Success
TXN702852,502019,Debit Card,298.64,Success
TXN702853,502416,,531.33,Success
TXN702854,501494,Wallet,1199.69,Pending
TXN702855,501103,UPI,714.16,Failed
TXN702856,501879,UPI,500.98,Failed
TXN702857,504843,UPI,121.97,Success
TXN702858,503704,UPI,807.46,Success
TXN702859,501744,Wallet,451.38,Success
TXN702860,500692,Cash,1163.37,Success
TXN702861,500536,UPI,728.87,Success
TXN702862,501655,UPI,370.11,Failed
TXN702863,502181,Cash,821.3,Success
TXN702864,503127,,200.43,Pending
TXN702865,502271,Credit Card,1373.32,Pending
TXN702866,501582,Credit Card,455.75,Pending
TXN702867,504985,UPI,952.81,Success
TXN702868,503405,Debit Card,346.89,Failed
TXN702869,503928,UPI,980.24,Success
TXN702870,504154,Cash,1258.25,Success
TXN702871,504414,UPI,1253.85,Pending
TXN702872,503383,UPI,548.43,Failed
TXN702873,501581,Cash,930.24,Success
TXN702874,502506,,776.54,Failed
TXN702875,503204,UPI,1025.2,Success
TXN702876,504400,Credit Card,1225.99,Success
TXN702877,504898,Credit Card,574.47,Success
TXN702878,504629,Cash,1071.73,Success
TXN702880,503172,,589.53,Failed
TXN702881,501840,Debit Card,621.21,Pending
TXN702882,502826,Cash,1095.06,Success
TXN702883,500433,Cash,152.86,Failed
TXN702884,502838,,1073.28,Failed
TXN702885,500733,Wallet,224.76,Success
TXN702886,504249,,918.33,Success
TXN702887,500579,Credit Card,875.47,Success
TXN702888,501859,Debit Card,507.33,Success
TXN702889,501500,Wallet,211.04,Failed
TXN702890,503420,Debit Card,-11.26,Success
TXN702891,503150,UPI,507.58,Failed
TXN702892,504314,,250.93,Success
TXN702893,500273,Cash,765.12,Success
TXN702894,504184,Cash,989.75,Failed
TXN702895,502548,Debit Card,320.98,Success
TXN702896,500569,Cash,206.71,Pending
TXN702897,501131,,1338.3,Refunded
TXN702898,502596,UPI,1235.68,Success
TXN702899,501192,Cash,1057.26,Success
TXN702900,502706,UPI,589.76,Success
TXN702901,503118,Credit Card,1069.23,Pending
TXN702902,501156,Cash,745.89,Success
TXN702903,503474,Credit Card,810.46,Success
TXN702904,502534,Credit Card,176.39,Success
TXN702905,504176,UPI,678.25,Failed
TXN702906,500590,Cash,889.13,Failed
TXN702907,501549,UPI,627.54,Success
TXN702908,502527,UPI,383.16,Failed
TXN702909,502018,Cash,1361.31,Success
TXN702910,501007,Credit Card,719.93,Success
TXN702911,503062,Cash,729.86,Refunded
TXN702912,502769,,519.22,Refunded
TXN702913,503199,Debit Card,216.59,Success
TXN702914,504035,Cash,1231.94,Success
TXN702915,500330,Wallet,289.89,Success
TXN702916,500157,Cash,350.04,Failed
TXN702917,504010,UPI,663.78,Pending
TXN702918,501830,,194.2,Success
TXN702919,501925,Cash,1373.3,Success
TXN702920,504348,Debit Card,419.62,Failed
TXN702921,501995,Cash,303.37,Pending
TXN702922,502340,Wallet,145.83,Success
TXN702923,501273,,668.23,Success
TXN702924,503831,UPI,1185.1,Refunded
TXN702926,501218,Credit Card,770.91,Success
TXN702927,502589,Debit Card,1313.89,Success
TXN702928,502433,Credit Card,1228.24,Success
TXN702929,502821,Cash,572.27,Success
TXN702930,503833,Wallet,1047.47,Success
TXN702931,503471,Cash,186.97,Failed
TXN702932,501507,Cash,492.77,Success
TXN702933,504682,UPI,761.91,Success
TXN702934,501496,Cash,334.38,Success
TXN702935,502263,UPI,1200.36,Success
TXN702936,504425,UPI,522.99,Pending
TXN702937,504981,Credit Card,829.93,Success
TXN702938,503320,UPI,1306.29,Success
TXN702939,500013,,330.83,Pending
TXN702940,501366,,956.03,Failed
TXN702941,500711,UPI,1014.78,Failed
TXN702942,504084,Cash,925.66,Pending
TXN702943,500201,Credit Card,525.65,Success
TXN702944,500645,Debit Card,1037.91,Success
TXN702945,500428,UPI,744.5,Success
TXN702946,503318,Credit Card,1274.01,Success
TXN702947,503401,Debit Card,1094.52,Success
TXN702948,504779,Wallet,208.54,Refunded
TXN702949,500681,UPI,551.32,Success
TXN702950,500810,Cash,960.44,Success
TXN702951,504341,,209.94,Failed
TXN702952,501802,Credit Card,1032.8,Success
TXN702953,500463,UPI,283.16,Failed
TXN702954,502574,Debit Card,1337.5,Success
TXN702955,501851,,330.67,Success
TXN702956,501818,UPI,1280.5,Success
TXN702957,502857,UPI,742.03,Success
TXN702958,502347,Wallet,431.49,Success
TXN702959,501142,Credit Card,765.21,Failed
TXN702960,503791,Cash,661.45,Success
TXN702961,502547,Credit Card,739.27,Success
TXN702962,500301,Credit Card,765.47,Success
TXN702963,501510,UPI,320.9,Failed
TXN702964,502977,Debit Card,360.18,Refunded
TXN702965,501543,UPI,281.23,Success
TXN702967,501711,,1078.99,Success
TXN702968,501032,Credit Card,868.3,Success
TXN702969,500764,Cash,442.07,Success
TXN702970,501040,UPI,863.12,Failed
TXN702971,502304,Cash,1295.78,Failed
TXN702972,501513,UPI,384.72,Success
TXN702973,501254,Debit Card,667.45,Success
TXN702974,501375,Cash,428.82,Success
TXN702975,504648,Wallet,940.23,Success
TXN702976,500792,Cash,1247.35,Success
TXN702977,503135,Wallet,-18.77,Success
TXN702978,501891,,852.2,Refunded
TXN702979,502358,Cash,207.38,Success
TXN702980,501664,Wallet,200.06,Success
TXN702981,501050,Wallet,1191.78,Pending
TXN702982,500235,Cash,703.3,Pending
TXN702983,503860,UPI,701.08,Success
TXN702985,503442,UPI,689.02,Failed
TXN702986,500550,Cash,456.98,Success
TXN702987,503154,Credit Card,619.98,Success
TXN702988,501684,UPI,414.18,Success
TXN702989,500279,UPI,1324.27,Success
TXN702990,502605,Cash,1372.75,Failed
TXN702991,501080,Debit Card,241.89,Success
TXN702992,501215,Cash,255.94,Failed
TXN702993,504066,UPI,534.21,Refunded
TXN702994,504324,Cash,221.66,Success
TXN702995,504540,Wallet,863.31,Pending
TXN702996,502458,Debit Card,628.83,Refunded
TXN702997,502219,Wallet,718.58,Success
TXN702998,501788,Wallet,683.63,Success
TXN702999,502362,UPI,256.06,Success
TXN703000,502334,Cash,412.24,Success
TXN703001,502840,Cash,217.36,Failed
TXN703002,503103,UPI,186.82,Success
TXN703003,501253,Cash,1381.25,Success
TXN703004,502668,UPI,666.56,Success
TXN703005,504982,Debit Card,1344.33,Success
TXN703006,500903,Cash,703.23,Pending
TXN703007,504076,Cash,1260.85,Success
TXN703008,504413,Cash,438.0,Success
TXN703009,502364,,939.93,Success
TXN703010,503144,UPI,367.31,Failed
TXN703011,502250,Cash,634.06,Pending
TXN703012,504942,Cash,1278.47,Success
TXN703013,504974,Wallet,463.76,Failed
TXN703014,504916,Credit Card,556.43,Pending
TXN703015,503124,Wallet,814.48,Refunded
TXN703016,504486,Credit Card,171.21,Failed
TXN703017,503104,Debit Card,1319.56,Success
TXN703018,503284,,540.2,Pending
TXN703019,500790,Debit Card,1205.58,Pending
TXN703020,501751,Cash,550.43,Failed
TXN703021,501330,Credit Card,502.39,Success
TXN703022,501270,,976.36,Success
TXN703023,501639,Credit Card,550.33,Success
TXN703024,500231,Credit Card,188.9,Pending
TXN703025,500347,Credit Card,837.57,Success
TXN703026,503409,,707.48,Success
TXN703027,504389,UPI,892.96,Pending
TXN703028,503706,Cash,136.48,Success
TXN703029,500349,Wallet,279.06,Success
TXN703031,503493,UPI,790.06,Failed
TXN703032,504394,Debit Card,708.0,Success
TXN703033,503885,Wallet,519.49,Success
TXN703034,502085,Debit Card,1089.82,Success
TXN703035,503317,UPI,249.04,Failed
TXN703036,500683,Cash,956.87,Success
TXN703037,501546,Credit Card,769.52,Success
TXN703038,500032,UPI,695.17,Success
TXN703039,501890,Debit Card,560.07,Pending
TXN703040,502291,Wallet,743.14,Failed
TXN703041,502539,Credit Card,-49.11,Success
TXN703042,504668,Debit Card,434.6,Refunded
TXN703043,500086,Wallet,250.4,Success
TXN703044,501598,Wallet,414.72,Success
TXN703045,500066,Credit Card,803.97,Success
TXN703046,500238,UPI,1010.97,Success
TXN703047,502084,UPI,886.81,Success
TXN703048,500299,Debit Card,1284.3,Success
TXN703049,504229,Debit Card,261.21,Success
TXN703050,503816,Cash,1222.88,Success
TXN703051,503463,Cash,743.13,Success
TXN703052,502886,Cash,186.89,Pending
TXN703053,500824,Credit Card,342.73,Failed
TXN703054,504101,UPI,189.4,Success
TXN703055,503773,,1365.01,Success
TXN703056,500946,,1358.31,Failed
TXN703057,504923,UPI,1379.08,Success
TXN703058,500409,UPI,1305.02,Pending
TXN703059,502423,Cash,608.68,Success
TXN703060,500031,Debit Card,195.17,Success
TXN703061,500720,UPI,1299.38,Success
TXN703062,500148,Credit Card,723.78,Success
TXN703063,503534,Cash,1345.51,Failed
TXN703064,501828,,379.23,Success
TXN703065,500317,Credit Card,185.15,Success
TXN703066,504122,UPI,630.6,Pending
TXN703067,502773,UPI,1219.22,Failed
TXN703068,500171,,1309.26,Failed
TXN703069,500527,Cash,411.91,Success
TXN703070,503122,Wallet,795.1,Success
TXN703071,504194,,1070.59,Success
TXN703072,503966,Cash,376.65,Success
TXN703073,502875,UPI,836.22,Success
TXN703074,501123,Credit Card,171.42,Pending
TXN703075,504419,Wallet,516.99,Success
TXN703076,502757,,1112.54,Success
TXN703077,503539,Credit Card,1189.71,Refunded
TXN703078,502832,UPI,278.94,Refunded
TXN703079,503655,,977.8,Success
TXN703080,503327,Credit Card,454.06,Failed
TXN703081,500218,Cash,191.29,Success
TXN703082,500717,UPI,1039.93,Success
TXN703083,502312,Cash,1396.96,Success
TXN703084,501858,,1141.81,Pending
TXN703085,501958,Cash,224.38,Success
TXN703086,502292,UPI,937.99,Success
TXN703087,504912,Wallet,244.79,Success
TXN703088,500390,UPI,535.22,Success
TXN703089,500161,UPI,1071.51,Pending
TXN703090,503087,Credit Card,434.6,Failed
TXN703091,503839,UPI,710.2,Refunded
TXN703092,500928,UPI,642.28,Success
TXN703093,503289,,133.55,Success
TXN703094,502337,Credit Card,888.93,Failed
TXN703095,501991,Debit Card,1018.88,Failed
TXN703096,502169,,206.0,Failed
TXN703097,504006,UPI,733.2,Success
TXN703098,501302,Debit Card,542.99,Success
TXN703099,502958,UPI,1265.68,Success
TXN703100,504265,Cash,188.12,Success
TXN703102,500768,Credit Card,1038.99,Success
TXN703103,500900,UPI,804.53,Success
TXN703104,504148,,144.79,Success
TXN703105,504653,UPI,703.26,Failed
TXN703107,500065,UPI,407.84,Success
TXN703108,500337,Credit Card,816.8,Success
TXN703109,501392,Cash,1063.54,Refunded
TXN703110,504804,Credit Card,868.73,Success
TXN703111,504614,Cash,627.96,Success
TXN703112,502275,UPI,279.91,Success
TXN703113,501242,Cash,232.44,Success
TXN703114,501668,UPI,1304.2,Failed
TXN703115,502738,Cash,187.14,Failed
TXN703116,503991,,1313.35,Success
TXN703117,503941,Cash,1100.68,Success
TXN703118,502618,UPI,697.55,Success
TXN703120,503484,UPI,1212.61,Success
TXN703121,500858,UPI,483.18,Success
TXN703122,504033,Credit Card,-10.24,Success
TXN703123,500857,Credit Card,1398.91,Success
TXN703124,502130,Credit Card,250.92,Success
TXN703125,501079,,973.52,Success
TXN703126,503098,UPI,1117.03,Failed
TXN703127,502462,Credit Card,964.87,Success
TXN703128,502469,Cash,1039.89,Failed
TXN703129,502368,Debit Card,953.48,Failed
TXN703130,503559,Credit Card,1106.71,Success
TXN703131,500149,Debit Card,740.29,Success
TXN703132,504449,Wallet,676.34,Success
TXN703133,504662,Cash,1128.68,Success
TXN703134,504848,Cash,1367.6,Success
TXN703135,504945,,1339.22,Success
TXN703136,500038,,1370.12,Success
TXN703137,501225,,523.03,Success
TXN703138,502149,Debit Card,870.11,Success
TXN703139,502228,,339.84,Success
TXN703140,501591,Wallet,210.72,Failed
TXN703142,503045,Wallet,654.51,Success
TXN703143,500356,UPI,1130.6,Success
TXN703144,504705,Debit Card,923.19,Success
TXN703145,503942,,561.99,Success
TXN703146,504511,UPI,1291.04,Failed
TXN703147,503445,Cash,865.93,Failed
TXN703148,504235,Wallet,823.89,Failed
TXN703149,501650,Cash,589.13,Success
TXN703150,503419,UPI,916.91,Success
TXN703151,504581,Cash,750.65,Failed
TXN703152,504000,Credit Card,424.98,Success
TXN703153,503605,UPI,531.6,Failed
TXN703154,500333,Credit Card,1063.43,Success
TXN703155,500158,UPI,608.03,Success
TXN703156,501288,UPI,297.86,Success
TXN703157,501084,UPI,715.67,Success
TXN703158,503476,,1386.84,Failed
TXN703159,503429,Credit Card,421.2,Success
TXN703160,504908,Cash,733.14,Pending
TXN703161,500251,Cash,246.48,Pending
TXN703162,502624,Wallet,1172.85,Failed
TXN703163,503241,Wallet,1326.85,Success
TXN703164,501146,UPI,313.06,Success
TXN703165,501540,Credit Card,331.45,Success
TXN703166,502819,Credit Card,472.39,Failed
TXN703167,503034,Wallet,838.98,Success
TXN703168,503829,Debit Card,1002.46,Refunded
TXN703169,504670,Cash,1011.18,Failed
TXN703170,500752,UPI,371.15,Pending
TXN703171,503395,UPI,1149.75,Success
TXN703172,502798,Cash,1324.28,Success
TXN703173,504996,,359.26,Success
TXN703174,502171,UPI,661.63,Failed
TXN703175,502339,Cash,582.97,Failed
TXN703176,503968,Cash,879.92,Refunded
TXN703177,502178,UPI,1082.12,Success
TXN703178,502183,Wallet,313.4,Success
TXN703179,502986,Cash,701.99,Failed
TXN703180,504213,Cash,1284.32,Success
TXN703181,500716,UPI,192.64,Refunded
TXN703182,500725,UPI,200.99,Success
TXN703183,501011,UPI,1044.93,Refunded
TXN703184,503431,Wallet,650.63,Success
TXN703185,503824,,898.71,Success
TXN703186,503496,,498.71,Success
TXN703187,503686,Cash,1172.08,Failed
TXN703188,501388,Cash,999.92,Refunded
TXN703189,502317,Credit Card,464.38,Pending
TXN703190,503827,UPI,687.02,Failed
TXN703191,504143,UPI,1031.51,Success
TXN703192,500971,UPI,1266.01,Failed
TXN703193,504201,Credit Card,325.83,Success
TXN703194,502417,Debit Card,1065.0,Success
TXN703195,502272,Debit Card,782.8,Success
TXN703196,503083,UPI,935.94,Success
TXN703197,503669,Cash,453.19,Success
TXN703198,504742,Wallet,974.68,Failed
TXN703199,504224,Cash,1383.44,Pending
TXN703200,503392,Cash,887.25,Success
TXN703201,504280,Credit Card,1286.52,Success
TXN703202,502273,Credit Card,675.67,Success
TXN703203,503922,Credit Card,947.75,Success
TXN703204,500373,Cash,1332.25,Success
TXN703205,500519,Cash,332.8,Failed
TXN703206,502203,Credit Card,1214.07,Success
TXN703207,501212,,1244.63,Failed
TXN703208,503628,Credit Card,337.26,Success
TXN703209,500406,Credit Card,770.43,Success
TXN703210,500435,,860.5,Success
TXN703211,502658,,367.66,Success
